epoch,lr,train_loss,train_f1,pv_val_loss,pv_val_f1,rw_val_loss,rw_val_f1,combined_score
1,0.001,0.8134666863414977,0.38517036784489217,0,0.8379966315383539,0,0.618945868945869,0.75037632650136
2,0.0009755527298894294,0.6190133086509175,0.4718324313788235,0,0.8792257332268408,0,0.560978835978836,0.7519269743276389
3,0.0009046039886902864,0.5474998632238971,0.48779758922411776,0,0.9345480745986263,0,0.63999518999519,0.8167269207572517
4,0.0007940987335200904,0.46947606725411284,0.44697144389433,0,0.9028484720388513,0,0.5988400488400488,0.7812451027593303
5,0.0006548539886902864,0.41587430228375727,0.5138905401319814,0,0.9650384602190716,0,0.7233914233914235,0.8683796454880123
6,0.0005005000000000001,0.3875508460009264,0.5707383986610863,0,0.9658222590087706,0,0.6475468975468975,0.8385121144240214
7,0.0003461460113097139,0.4018224962573085,0.5480203614791266,0,0.9541628074508592,0,0.6373015873015873,0.8274183193911504
8,0.00020690126647990973,0.36228830967512393,0.5539581418939197,0,0.9657104316194668,0,0.6985958485958484,0.8588645984100195
9,9.639601130971382e-05,0.3686930058627493,0.568628731575866,0,0.9692135966366696,0,0.6985958485958484,0.8609664974203411
10,2.5447270110570814e-05,0.36021477866193485,0.5095083930059612,0,0.9733307287597021,0,0.6783577533577533,0.8553415385989225
11,0.001,0.4650847604498267,0.5694505407819564,0,0.9366334520259681,0,0.7193121693121692,0.8497049389404486
12,0.0009938503261272714,0.5524726799792714,0.4639055835492303,0,0.8776449928888953,0,0.5022847522847523,0.727500896647238
13,0.0009755527298894294,0.4238448060221142,0.5628924965473637,0,0.9344609690929225,0,0.6004329004329004,0.8008497416289136
14,0.0009455577588320898,0.4222339746128354,0.5312862694930955,0,0.9500413711789165,0,0.6964590964590963,0.8486084612909884
15,0.0009046039886902864,0.4355114409700036,0.5835234994645361,0,0.9236146134699131,0,0.7115440115440116,0.8387863726995525
16,0.0008536998372026805,0.43383870310046607,0.5403823098626909,0,0.954024866443167,0,0.661038961038961,0.8368305042814845
17,0.0007940987335200904,0.39882797970333034,0.5839563609733627,0,0.9652124925160156,0,0.684018759018759,0.8527349991171129
18,0.0007272682546199037,0.36365952955869335,0.6248732730665241,0,0.9385637459234487,0,0.7214896214896216,0.8517340961499178
19,0.0006548539886902864,0.37384793935861027,0.6347413044008614,0,0.9691555923421039,0,0.654034854034854,0.843107297019204
20,0.0005786390152875954,0.36694533765936893,0.5744674720015253,0,0.9648918602917885,0,0.7438375350140056,0.8764701301806754
21,0.0005005000000000001,0.38782773203113013,0.5350943516476491,0,0.9690546174692516,0,0.6469363969363969,0.8402073292561097
22,0.00042236098471240465,0.3368888248870563,0.5552581542408213,0,0.9496515345337248,0,0.7186147186147186,0.8572368081661224
23,0.0003461460113097139,0.33578801688013804,0.5204571622514896,0,0.9691073124406456,0,0.6943223443223444,0.859193325193325
24,0.00027373174538009644,0.3016655800036258,0.6065652064172388,0,0.9648243826834612,0,0.6702380952380952,0.8469898677053147
25,0.00020690126647990973,0.3458778316853568,0.5252008564006402,0,0.9654464526837839,0,0.7398656898656899,0.8752141475565464
26,0.00014730016279731955,0.31868666608352214,0.5949411253383813,0,0.9608992606506086,0,0.7176434676434676,0.8635969434477522
27,9.639601130971382e-05,0.29937006703888375,0.6066285793301966,0,0.9647802835956146,0,0.6836580086580087,0.8523313736205723
28,5.544224116791029e-05,0.2525039837411087,0.5482857427465618,0,0.9690597006910586,0,0.6836580086580087,0.8548990238778387
29,2.5447270110570814e-05,0.31286089312440407,0.6069659821551435,0,0.9610467944775757,0,0.6783577533577533,0.8479711780296466
30,7.149673872728739e-06,0.25103628197555533,0.630095055633456,0,0.9647802835956146,0,0.6893523143523144,0.8546090958982946
31,0.001,0.41596619236386484,0.6335517033642247,0,0.9053759972629024,0,0.5354197459460618,0.7573934967361662
32,0.0009984602081996976,0.4211725662979815,0.6078868505298396,0,0.9485193487632513,0,0.7246031746031747,0.8589528790992207
33,0.0009938503261272714,0.40118854073807597,0.5469836422960335,0,0.9332468308838883,0,0.6706349206349206,0.8282020667843011
34,0.0009861987752386395,0.40700504266553456,0.4842108602969855,0,0.9340669860712653,0,0.6426470588235295,0.8174990151721709
35,0.0009755527298894294,0.4290338790872031,0.5281321577798673,0,0.9455821970445513,0,0.625974025974026,0.8177389286163411
